,Date,time,handle,tweet,compound,American,Delta,Southwest,United,tweets_clean1,hashtags,cluster_num
44426,2017-10-26,02:49:37,timothycboese,"@ChristiChat @Stonewall_77 @NAACP @AmericanAir No, dumbass, they discriminate against black travelors",-0.7003,1.0,0.0,0.0,0.0,dumbass discriminate black travelors,,4
44432,2017-10-26,02:43:49,1stworldmusic,The @NAACP warns African-American air travelers about racist behaviour by @AmericanAir:  via @slate,-0.6597,1.0,0.0,0.0,0.0,warns africanamerican air travelers racist behaviour,,3
44436,2017-10-26,02:37:57,ncpoohbear86,@AndreaABC11 @NAACP @AmericanAir @RDUAirport @ABC11_WTVD They need to stop the nonsense. We have places to go. No time for foolishness. Anyone can fly with whomever they want. Moving on.,-0.8225,1.0,0.0,0.0,0.0,need stop nonsense places go time foolishness anyone fly whomever want moving,,1
44441,2017-10-26,02:35:33,J_Dahla,@ABC Second friendly daily reminder avoid .@AmericanAir if you can. They screwed me over and then lied about the cause.,-0.5859,1.0,0.0,0.0,0.0,second friendly daily reminder avoid american air screwed lied because,,1
44459,2017-10-26,02:16:01,FemWynn,@ananavarro @AmericanAir this is the kind of shit that #alllivesmatter whitesplainers refer to in order to dismiss situations of oppression. fucking STOP.,-0.7975,1.0,0.0,0.0,0.0,kind shit #alllivesmatter whitesplainers refer order dismiss situations oppression fucking stop,['#alllivesmatter'],3
44462,2017-10-26,02:15:34,strongforu,@debauchedtexan @life_of_niebz @RobertCollinsWB @oldandslow1961 @AmericanAir Some whites need to deny the existence of racism to justify their privilege and the oppression of others.,-0.6124,1.0,0.0,0.0,0.0,whites need deny existence racism justify privilege oppression others,,4
44467,2017-10-26,02:14:16,strongforu,@life_of_niebz @RobertCollinsWB @oldandslow1961 @AmericanAir Ignorance is disputing the lived experiences of the oppressed.,-0.8074,1.0,0.0,0.0,0.0,ignorance disputing lived experiences oppressed,,4
44476,2017-10-26,02:10:27,GuidingPlanet,@ananavarro @AmericanAir Thank you @ananavarro they made my life hell,-0.4767,1.0,0.0,0.0,0.0,thank made life hell,,2
44479,2017-10-26,02:05:53,GuidingPlanet,@Lindsay98367339 @AmericanAir Fucking liars !!!!,-0.706,1.0,0.0,0.0,0.0,fucking liars,,1
44482,2017-10-26,02:04:50,GuidingPlanet,@Lindsay98367339 @AmericanAir You should see what they did to my luggage I HATE you @AmericanAir HATE,-0.871,1.0,0.0,0.0,0.0,see luggage hate hate,,1
44484,2017-10-26,02:00:13,KJackolin,@ardismeiklejohn @AmericanAir Hey @ardismeiklejohn Virtue Signaling is wrong. This white person thinks you're a moron. #Bullshit,-0.5423,1.0,0.0,0.0,0.0,hey virtue signaling wrong white person thinks you are moron #bullshit,['#bullshit'],4
44486,2017-10-26,01:59:33,JohnN59,@TamikaDMallory @AmericanAir And you wonder why people get angry. This princess probably thinks she deserves everything.,-0.5106,1.0,0.0,0.0,0.0,wonder people get angry princess probably thinks deserves everything,,4
44487,2017-10-26,01:59:21,oldandslow1961,"@RMOORE7609 @AmericanAir You may be young, but clearly uneducated.  Sad, that you choose to post and look so foolish",-0.6384,1.0,0.0,0.0,0.0,may young clearly uneducated sad choose post look foolish,,4
44493,2017-10-26,01:55:58,williamdodd1962,@AmericanAir This NAACP is all bullshit. Every person that is not black is racist today. Such crap.,-0.4905,1.0,0.0,0.0,0.0,naacp bullshit every person black racist today crap,,4
44494,2017-10-26,01:55:39,bianca1183,@AmericanAir I just called customer service and she was extremely rude and condescending.,-0.5095,1.0,0.0,0.0,0.0,called customer service extremely rude condescending,,3
44498,2017-10-26,01:54:10,alocrat,"@SmashlyThrobrts @ChristiChat @NAACP @AmericanAir I hear you, but that's a really sad commentary on the current state of affairs. People are way too knee-jerk these days.",-0.6798,1.0,0.0,0.0,0.0,hear thats really sad commentary current state affairs people way kneejerk days,,4
44500,2017-10-26,01:52:52,LULACSWWA,What a shame .@AmericanAir,-0.4767,1.0,0.0,0.0,0.0,shame american air,,2
44514,2017-10-26,01:46:35,mslatxespinosa,@ananavarro @AmericanAir 2- I think she was moreso expressing shock that she hadn't witnessed it personally bc she has flown them so often. I could be wrong!🤷‍️,-0.4389,1.0,0.0,0.0,0.0,think moreso expressing shock had not witnessed personally bc flown often could wrong🤷️,,2
44516,2017-10-26,01:43:27,Chairmancharlie,@AmericanAir @AmericanAir had option...I didn’t wanna pay.  Doesn’t mean @AmericanAir not best airline. #bigfan!!!,-0.6852,1.0,0.0,0.0,0.0,optioni did not wanna pay does not mean best airline #bigfan,['#bigfan'],0
44520,2017-10-26,01:41:43,a_Yeshua,"@washingtonpost @NAACP  @AmericanAirYou, my blood, no fly. No pretzels for you.",-0.5267,1.0,0.0,0.0,0.0,blood fly pretzels,,1
44530,2017-10-26,01:34:49,kaylacourter,@AmericanAir my luggage tag got lost out of usa. New one I bought this morning got broken in half on the way back in.  and it isn't covered,-0.6597,1.0,0.0,0.0,0.0,luggage tag got lost usa new one bought morning got broken half way back is not covered,,2
44536,2017-10-26,01:32:34,pwrfullyme,I’m in panic mood I booked a flight on @AmericanAir and the @NAACP issued a warning for African Americans. Danger Danger...what now??,-0.8577,1.0,0.0,0.0,0.0,i am panic mood booked flight issued warning african americans danger dangerwhat,,4
44538,2017-10-26,01:31:34,camaraa05,@oldandslow1961 @AmericanAir Shut your racist mouth up,-0.6124,1.0,0.0,0.0,0.0,shut racist mouth,,3
44542,2017-10-26,01:29:27,0b38f0578054436,"@AmericanAir Horrible communication, still waiting on my luggage that was supposed to be delivered and now the claim has been closed #what",-0.5423,1.0,0.0,0.0,0.0,horrible communication still waiting luggage supposed delivered claim closed #what,['#what'],2
44548,2017-10-26,01:23:31,William12571725,@SmashlyThrobrts @thekimchifiles @beebopbryant @UmmiesPain @NAACP @AmericanAir I'm not saying all blacks are the same but there are so many malcontents just looking to blame whites for their own inadequacies,-0.7684,1.0,0.0,0.0,0.0,i am saying blacks many malcontents looking blame whites inadequacies,,4
44551,2017-10-26,01:21:26,macvolley1,@ChristiChat @steph93065 @NAACP @AmericanAir Really crazy stuff.,-0.4005,1.0,0.0,0.0,0.0,really crazy stuff,,4
44558,2017-10-26,01:19:16,DanielBaret2,"@ChristiChat @NAACP @AmericanAir Why you ask? Maybe cuz airlines won't let them kneel, block the aisles or lock arms during the trip. Absolute discrimination!",-0.4926,1.0,0.0,0.0,0.0,ask maybe because airlines will not let kneel block aisles lock arms trip absolute discrimination,,3
44564,2017-10-26,01:17:20,SeerumSentari,"@JSusko26 @AmericanAir @TamikaDMallory See, that's the problem she should have no supporters. She acted very belligerent and disrespectful. Demanded her own way then calls racism",-0.7906,1.0,0.0,0.0,0.0,see thats problem supporters acted belligerent disrespectful demanded way calls racism,,4
44569,2017-10-26,01:16:04,danettunplugged,@SarahThyre @AmericanAir How depressing to think they're treated even shittier than white customers. Airline service in general is horrid.,-0.8481,1.0,0.0,0.0,0.0,depressing think they are treated even shittier white customers airline service general horrid,,0
44572,2017-10-26,01:14:11,SeerumSentari,"@Tinikia1 @MattPalumbo12 @lighttips2 @kathyaking @TamikaDMallory @AmericanAir Actually, she said she freaked out. Get your facts checked. That's why pilot had to come back, she still would not act calm. So, GTFO",-0.4874,1.0,0.0,0.0,0.0,actually said freaked get facts checked thats pilot come back still would act calm fo,,1
44573,2017-10-26,01:13:46,nycfashion101,@AmericanAir charged me $60 for a carry on and then we had an emergency landing #fun ,-0.5267,1.0,0.0,0.0,0.0,charged carry emergency landing #fun,['#fun'],2
44576,2017-10-26,01:12:43,SeerumSentari,@lighttips2 @MattPalumbo12 @kathyaking @TamikaDMallory @AmericanAir I think you're trying to say pilot. Not polite. Polite would not fit her agenda or anyone else's ignorant agenda of false racisim.,-0.4956,1.0,0.0,0.0,0.0,think you are trying say pilot polite polite would fit agenda anyone elses ignorant agenda false racisim,,4
44581,2017-10-26,01:10:47,SeerumSentari,"@TamikaDMallory @AmericanAir Color=irrelevant,they kicked you off for altercation. Now you scream racism for not getting your way. U r destroying true reports of racisim",-0.8225,1.0,0.0,0.0,0.0,colorirrelevantthey kicked aercation scream racism getting way destroying true reports racisim,,4
44582,2017-10-26,01:10:43,Osunga,"African Producer launches campaign in concert with @NAACP @AmericanAir warning. ""I experienced this first hand!""",-0.4003,1.0,0.0,0.0,0.0,african producer launches candaign concert warning experienced first hand,,4
44587,2017-10-26,01:09:22,TheOppoMan,"@DougBurges @TamikaDMallory @AmericanAir I wouldn't know, but that labels me a racist for not giving a flying fuck what color someone's skin is.  #thatsyourproblem",-0.6462,1.0,0.0,0.0,0.0,would not know labels racist giving flying fuck color someones skin #thatsyourproblem,['#thatsyourproblem'],3
44588,2017-10-26,01:09:06,Mopar426Power,@erret84 @AmericanAir Ive had same issue before. Trying to get them 2 admit they made a mistake and do the right thing is damn near impossible,-0.5106,1.0,0.0,0.0,0.0,i have issue trying get admit made mistake right thing damn near impossible,,4
44590,2017-10-26,01:08:39,Martyr_Maker,@RGM__III @BeccaSutherlan3 @TwitterMoments @NAACP @AmericanAir She and those who think alike need to watch Hidden Figures. Could be a sexist problem instead of white privilege. Give me an effin break!!,-0.6229,1.0,0.0,0.0,0.0,think alike need watch hidden figures could sexist problem instead white privilege give effin break,,4
44592,2017-10-26,01:08:11,_ROTE_,"@thebuxtonblog @CroftyF1 @AmericanAir Uh, that line was stolen from another commentator.",-0.4939,1.0,0.0,0.0,0.0,uh line stolen another commentator,,2
44593,2017-10-26,01:08:04,Divashouse,Video: NAACP Warns Black Passengers Abt Traveling w/ American Airlines!  via @worldstar @AmericanAir straight wrong,-0.4389,1.0,0.0,0.0,0.0,video naacp warns black passengers abt traveling american airlines straight wrong,,4
44595,2017-10-26,01:06:27,Kateshes1,"@TamikaDMallory @jcpenni7k @NAACP @AmericanAir NAACP, START Your OWN DAMM AIRLINE IF Your So RACIST.",-0.7207,1.0,0.0,0.0,0.0,naacp start damm airline racist,,3
44597,2017-10-26,01:05:45,Osunga,Passenger :  @AmericanAir outrageous actions were absolutely inexcusable. @NAACP charges make sense.,-0.6557,1.0,0.0,0.0,0.0,passenger outrageous actions absolutely inexcusable charges make sense,,2
44600,2017-10-26,01:04:06,drEkuaa,"@BigApple010101 @MakeItPlain @NAACP @AmericanAir @DerrickNAACP sure they do. that's why they do the lone wolf and kill each other. keep up the good work, white ppl! ",-0.4389,1.0,0.0,0.0,0.0,sure thats lone wolf kill keep good work white ppl,,4
44608,2017-10-26,01:01:31,roderickthead,@AmericanAir I filed racial profiling complaint In February against a Lead Flight Attendant.  How you addressed was sad. #respectmydollars,-0.6486,1.0,0.0,0.0,0.0,filed racial profiling complaint february lead flight attendant addressed sad spectmydollars,,2
44612,2017-10-26,01:00:36,ospiller,I said this 2 months ago that @AmericanAir is a racist airline and am glade the truth is coming to the light,-0.4019,1.0,0.0,0.0,0.0,said months ago racist airline glade truth coming light,,3
44614,2017-10-26,00:58:59,drEkuaa,"@LisaLamb8493707 @LetsGoHeather @MakeItPlain @NAACP @AmericanAir @DerrickNAACP yes, ma'am. that won't happy as people fight to board. smh. had someone lackey talked smack to me, i'd gotten home another way.",-0.6367,1.0,0.0,0.0,0.0,yes madam will not happy people fight board shaking my head someone lackey talked smack i would gotten home another way,,4
44618,2017-10-26,00:57:29,Adesamuelshoes,@AmericanAir LIARS,-0.6289,1.0,0.0,0.0,0.0,liars,,4
44619,2017-10-26,00:57:15,trueblackresist,@KaylaPNewton You may want to change to another airline.  @AmericanAir. presents a danger for Black people that fly them.,-0.4767,1.0,0.0,0.0,0.0,may want change another airline presents danger black people fly,,4
44634,2017-10-26,00:50:31,woodlawn29488,@ananavarro @AmericanAir RUSSIA RUSSIA RUSSIA!    Whats going on with the Russia story today?  lol   I bet your having a bad day!!!!!!,-0.4344,1.0,0.0,0.0,0.0,russia russia russia what is going russia story today lol bet bad day,,1
44635,2017-10-26,00:50:16,briancreagan,"@AmericanAir - 1st no pilots for 2.5hrs on scheduled 5pm dep,  now galley equipment problems.  It was at gate for 4 hours! No one checked?!",-0.7707,1.0,0.0,0.0,0.0,pilots scheduled dep galley equipment problems gate hours one checked,,2
44636,2017-10-26,00:50:12,WilliamEWebb,@AmericanAir Just price gauging to change your flight to a day early. Want to charge me double what I already paid. Should be illegal,-0.5106,1.0,0.0,0.0,0.0,price gauging change flight day early want charge double already paid illegal,,1
44638,2017-10-26,00:49:00,HotNewHipHop,.@AmericanAir is accused of making life difficult for African-American travelers by the @NAACP. ,-0.5719,1.0,0.0,0.0,0.0,american air accused making life difficu africanamerican travelers,,2
44641,2017-10-26,00:47:59,RoboCoonie,Let's tag them! @americanair removed a passenger because she complained about her seat.,-0.4574,1.0,0.0,0.0,0.0,let us tag removed passenger complained seat,,2
44644,2017-10-26,00:46:06,Denasafire,@AmericanAir Ft 1712 RNO-PHX. Seat 1A 1st Class. In priority line 5 mins b4 brdg. Rudely told by ticket agt boarding hadn't begun. Why was I singled out?,-0.4939,1.0,0.0,0.0,0.0,ft rnophx seat class priority line minutes b4 brdg rudely told ticket a boarding had not begun singled,,2
44650,2017-10-26,00:44:23,Osunga,"@scottwwilson07 @TIME , @AmericanAir confiscated my ticket and denied me travel claiming my tocket was ""Not Real"" . How outrageous is that?",-0.7096,1.0,0.0,0.0,0.0,confiscated ticket denied travel claiming tocket real outrageous,,4
44662,2017-10-26,00:40:43,nffc65,Yes @NAACP regarding @AmericanAir they seem to have severe systemic issues with discrimination. The disrespect &amp; threat to safety is real,-0.5106,1.0,0.0,0.0,0.0,yes regarding seem severe systemic issues discrimination disrespect and threat safety real,,4
44667,2017-10-26,00:38:35,redintx,@AmericanAir still flying the worst airplanes of any US carrier,-0.6249,1.0,0.0,0.0,0.0,still flying worst airplanes us carrier,,0
44675,2017-10-26,00:36:38,jackbyrne77,@CroftyF1 @AmericanAir Sounds bad @CroftyF1 but then again not as bad as the halo device #nohalo,-0.7906,1.0,0.0,0.0,0.0,sounds bad bad halo device #nohalo,['#nohalo'],1
44676,2017-10-26,00:36:35,micheytx,@BettyBuckley @AmericanAir Oh hell no!! not cool at all!! ,-0.8729,1.0,0.0,0.0,0.0,oh hell cool,,4
44677,2017-10-26,00:35:52,Osunga,Outrageous discrimantory practices have finally come to light to @NAACP after likely dozens of years @AmericanAir,-0.4588,1.0,0.0,0.0,0.0,outrageous discrimantory practices finally come light likely dozens years,,1
44684,2017-10-26,00:33:53,erret84,@AmericanAir They didnt! Wish they did!! Totally not customer friendly and that in 2017! #ShameOnYou,-0.7444,1.0,0.0,0.0,0.0,did not wish totally customer friendly #shameonyou,['#shameonyou'],3
44693,2017-10-26,00:32:16,terrequillian,@AmericanAir worst customer service ever encountered. Paid for upgraded seat moved to back of plane gate agent threatens to ARREST me,-0.87,1.0,0.0,0.0,0.0,worst customer service ever encountered paid upgraded seat moved back plane gate agent threatens arrest,,3
44696,2017-10-26,00:30:55,Osunga,"@NAACP Once at SJC @AmericanAir Manager David Pertle confiscated my ticket &amp;  denied me travel claiming my ticket was ""not real"".",-0.4404,1.0,0.0,0.0,0.0,sjc manager david pertle confiscated ticket and denied travel claiming ticket real,,2
44697,2017-10-26,00:30:39,LookAtLollyy,@AmericanAir yall being racist?,-0.6124,1.0,0.0,0.0,0.0,you all racist,,3
44701,2017-10-26,00:29:00,HAMSLICE67,"@colinrice96 @TamikaDMallory @AmericanAir Oh, and if we're berating a woman, we'd be SEXIST, moron.",-0.4939,1.0,0.0,0.0,0.0,oh berating woman wed sexist moron,,4
44703,2017-10-26,00:28:15,MatthewLove146,@AmericanAir Someone needs to step up and fix this ongoing problem,-0.4019,1.0,0.0,0.0,0.0,someone needs step fix ongoing problem,,3
44706,2017-10-26,00:27:17,alalejandro,@fcoloninFL @AmericanAir This is quite disturbing.,-0.5563,1.0,0.0,0.0,0.0,quite disturbing,,4
44718,2017-10-26,00:21:24,fcoloninFL,@AmericanAir Disappointing to day the least. 5/,-0.4939,1.0,0.0,0.0,0.0,disappointing day least,,1
44722,2017-10-26,00:19:57,fcoloninFL,@AmericanAir The disgust your attendants displayed at the inconvenience we all subjected them too and the “and they can’t speak English!” statement. 4/,-0.7712,1.0,0.0,0.0,0.0,disgust attendants displayed inconvenience subjected can not speak english statement,,2
44723,2017-10-26,00:19:38,Whitdiane47,"@WashTimes @AmericanAir @NAACP @ckchumley Women of all colors are more suppressed and slaves, more than anyone else. Rape happens to all people, not just blacks. BS story.",-0.6908,1.0,0.0,0.0,0.0,women colors suppressed slaves anyone else rape happens people blacks bs story,,4
44728,2017-10-26,00:17:45,KASHGETTAS,This is crazy! #NoFlyZone for  @AmericanAir,-0.4003,1.0,0.0,0.0,0.0,crazy #noflyzone,['#noflyzone'],4
44734,2017-10-26,00:16:16,WeebHeckAss,"@AmericanAir Yup, it's sorted. Just don't like taking more time off work and losing money and not being able to do anything. But we are set.",-0.5733,1.0,0.0,0.0,0.0,yup sorted do not like taking time work losing money able anything set,,1
44735,2017-10-26,00:16:14,SPMB13,@WashTimes @AmericanAir @NAACP @ckchumley This might be the stupidest thing the naacp has done.,-0.5267,1.0,0.0,0.0,0.0,might stupidest thing naacp done,,4
44744,2017-10-26,00:14:27,svagdis,.@FoxNews .@NAACP BS .@AmericanAir Not racist American treats EVERY1 badly-not a black thing! Dems hav protected AA bad behavior for yrs!,-0.7339,1.0,0.0,0.0,0.0,foxnews naacp bs american air racist american treats every1 badlynot black thing dems hav protected american airlines bad behavior yrs,,4
44746,2017-10-26,00:14:15,substddev,"Damn, and I thought @AmericanAir treated WHITE people badly ....",-0.7003,1.0,0.0,0.0,0.0,damn thought treated white people badly,,4
44750,2017-10-26,00:13:47,ProfessorOrozco,@NewEnergyProf I refuse to fly @AmericanAir because of horrible service.,-0.6908,1.0,0.0,0.0,0.0,refuse fly horrible service,,3
44756,2017-10-26,00:11:14,CMarin0870,@AmericanAir Look at my tray! You guys are killing it! Seriously!,-0.7891,1.0,0.0,0.0,0.0,look tray guys killing seriously,,1
44759,2017-10-26,00:10:01,MochaaBrownskin,@AmericanAir what’s y’all beef with black people?? 🤔 such a shame I was just about to book my yearly flight with them. Won’t be now ,-0.5362,1.0,0.0,0.0,0.0,what is you all beef black people shame book yearly flight will not,,4
44765,2017-10-26,00:07:42,JayPoppins615,#TheCulture said fuck @AmericanAir so it's FUCK @AmericanAir #Happened2MeOnAA,-0.8406,1.0,0.0,0.0,0.0,#thecuure said fuck fuck #happened2meonaa,"['#thecuure', '#happened2meonaa']",3
44767,2017-10-26,00:06:59,erret84,@AmericanAir So our business and @AmericanAir is not good we are going to miss sales now.,-0.4599,1.0,0.0,0.0,0.0,business good going miss sales,,1
44771,2017-10-26,00:06:00,PhillyBPN,"The warning cites ""a corporate culture of racial insensitivity &amp; possible #RacialBias"". @NAACP @AmericanAir  @thehill",-0.6369,1.0,0.0,0.0,0.0,warning cites corporate cuure racial insensitivity and possible #racialbias,['#racialbias'],4
44781,2017-10-26,00:03:40,VeganBoots,@susankey_key @ananavarro @AmericanAir You think the only person who can identify discrimination is the victim? ????? That’s crazy.,-0.6662,1.0,0.0,0.0,0.0,think person identify discrimination victim thats crazy,,4
44782,2017-10-26,00:03:04,erret84,"@AmericanAir The problem was the AirPort team at the first place, didnt call our names and make us wait at check in to long then closed door to plane",-0.4019,1.0,0.0,0.0,0.0,problem airport team first place did not call names make us wait check long closed door plane,,1
44785,2017-10-26,00:02:22,SarahSarai,".@AmericanAir Boycott American Airlines: ""NAACP warns black passengers about traveling with American Airlines'  #",-0.4019,1.0,0.0,0.0,0.0,american air boycott american airlines naacp warns black passengers traveling american airlines,,4
44788,2017-10-26,00:01:24,NoPhaseMusik,The fact I would've been landing in Miami rn and I'm still in Denver Airport assures me @AmericanAir is the worst airline ever.,-0.4215,1.0,0.0,0.0,0.0,fact would have landing miami rn i am still denver airport assures worst airline ever,,0
44795,2017-10-25,23:57:38,Barbarella9996,@not__confed @TamikaDMallory @NO_MEZUZAH @NAACP @AmericanAir RACIST RUSSIAN BOT LOSER,-0.871,1.0,0.0,0.0,0.0,racist russian bot loser,,3
44797,2017-10-25,23:57:22,robharris73,@CroftyF1 @AmericanAir Hasn't Ted got a pilot's license? Just charter one and get him to fly you down...  (I'm only jealous cos I can't be there to see the race),-0.4588,1.0,0.0,0.0,0.0,has not ted got pilots license charter one get fly i am jealous cos can not see race,,4
44801,2017-10-25,23:54:49,RickyAppleseed,"Sad. In 2017, in Emperor #trump's #America 🇺🇸, the @NAACP warns #AfricanAmericans about traveling on @AmericanAir.",-0.5423,1.0,0.0,0.0,0.0,sad emperor #trumps #america 🇺🇸 warns #africanamericans traveling,"['#trumps', '#america', '#africanamericans']",4
44803,2017-10-25,23:52:49,CharlesHRobers4,@TwitterMoments @NAACP @AmericanAir not true I saw happy black people on my flights who starts story's like that racist?,-0.7802,1.0,0.0,0.0,0.0,true saw happy black people flights starts storys like racist,,4
44811,2017-10-25,23:49:00,theindiarose,"@AmericanAir If it were true, that discrimination wasn't tolerated; then there'd be no need for the travel advisory. Go home @AmericanAir your racism is showing.",-0.5423,1.0,0.0,0.0,0.0,true discrimination was not tolerated thered need travel advisory go home racism showing,,4
44819,2017-10-25,23:47:31,collinspub,Sad that an airline that takes the country’s name is being accused of discriminating against African Americans. @AmericanAir #shameonyou,-0.6486,1.0,0.0,0.0,0.0,sad airline takes countrys name accused discriminating african americans #shameonyou,['#shameonyou'],0
44821,2017-10-25,23:47:04,Scatch_Mahoney,What the hell @AmericanAir !?!? “NAACP Advisory on American Airlines Warns Black Travelers to Steer Clear”,-0.7872,1.0,0.0,0.0,0.0,hell naacp advisory american airlines warns black travelers steer clear,,4
44826,2017-10-25,23:44:49,travlingtenor,@AmericanAir Done. It’s a shame that any customer should have to go through this.,-0.4767,1.0,0.0,0.0,0.0,done shame customer go,,3
44844,2017-10-25,23:38:29,mcfarlkj,"@AmericanAir this is what a delay is called...note the time, its now 7:37 actually, almost an hour delayed and u have “on time”",-0.4472,1.0,0.0,0.0,0.0,delay callednote time actually almost hour delayed time,,1
44850,2017-10-25,23:37:37,hfc7507,"@ChristiChat @NAACP @AmericanAir A Black Woman Activist just happened to be having a argument with someone at one of the gates, a White Pilot happened to hear her &amp; worried!",-0.6114,1.0,0.0,0.0,0.0,black woman activist happened argument someone one gates white pilot happened hear and worried,,4
44853,2017-10-25,23:36:01,DidierPironi126,@CroftyF1 @AmericanAir And to think we thought Ryan Air were bad ......,-0.5423,1.0,0.0,0.0,0.0,think thought ryan air bad,,1
44855,2017-10-25,23:35:56,wyntermitchell,"HUMANS AT LARGE, but yea, they're RUDE AND LAZY AF @americanair",-0.8872,1.0,0.0,0.0,0.0,humans large yes they are rude lazy af,,2
44867,2017-10-25,23:33:39,realvectors,@AmericanAir is there a customer svc email @ where I can send proof of advance cancellation. Bng denied refund saying I was noshow,-0.4404,1.0,0.0,0.0,0.0,customer service email send proof advance cancellation bng denied refund saying noshow,,3
44868,2017-10-25,23:33:17,Portago_RBLX,@AmericanAir Shame on you for your racial bias.,-0.5423,1.0,0.0,0.0,0.0,shame racial bias,,4
44875,2017-10-25,23:30:35,Jharrold1995,@CroftyF1 @AmericanAir Crofty is fuming,-0.5719,1.0,0.0,0.0,0.0,crofty fuming,,2
44885,2017-10-25,23:28:47,uthinktheydont,@CBSNews @NAACP out of the news too much so they accuse @AmericanAir of racism. People seeing ghosts everywhere. Just a shakedown.,-0.8115,1.0,0.0,0.0,0.0,news much accuse racism people seeing ghosts everywhere shakedown,,4
44889,2017-10-25,23:26:19,debauchedtexan,"@GasBuddyGuy @IndeCardio @JoshMcgrane @AmericanAir fire your admin assistant, or secretary or wife ... whoever helped plan the travel ... I board first and still get there 75 minutes early!",-0.4003,1.0,0.0,0.0,0.0,fire admin assistant secretary wife whoever helped plan travel board first still get minutes early,,2
44890,2017-10-25,23:25:35,Kmakesthemsmile,It's really real! Boycott @AmericanAir Your service is unjust!,-0.7552,1.0,0.0,0.0,0.0,really real boycott service unjust,,3
44893,2017-10-25,23:24:19,weech0,@AmericanAir is this what your employees @JFKairport are instructed? found some of my things broken I have other complaints about your ppl.,-0.7003,1.0,0.0,0.0,0.0,employees instructed found things broken complaints ppl,,1
44897,2017-10-25,23:22:34,Adamology1,"@nbcbayarea @AmericanAir If blacks boycotted there would an economical hit. News anchor just said the opposite, that’s fake news",-0.7003,1.0,0.0,0.0,0.0,blacks boycotted would economical hit news anchor said opposite thats fake news,,4
44905,2017-10-25,23:20:07,mitchofsparta,@AmericanAir Compensate us for the inconvenience. Delayed flights caused us to get stuck in LA overnight which caused many issues,-0.6597,1.0,0.0,0.0,0.0,compensate us inconvenience delayed flights caused us get stuck la overnight caused many issues,,1
44906,2017-10-25,23:20:03,j_m_robitaille,@susankey_key @ananavarro @AmericanAir She’s Latina &amp; white ppl don’t have ability 2 recognize racism or shitty behavior?  Ur just lk white ppl who paint all blacks w broad brush,-0.7506,1.0,0.0,0.0,0.0,she is latina and white ppl do not ability recognize racism shitty behavior your lk white ppl paint blacks broad brush,,4
44909,2017-10-25,23:18:36,Oliviaanagy,Hey @TamikaDMallory this just in: @AmericanAir treats everyone like shit! They don't care. Not everything is about race.,-0.6149,1.0,0.0,0.0,0.0,hey treats everyone like shit do not care everything race,,3
44912,2017-10-25,23:17:52,thebayzdonyae,Shame in America 2017 that you have to avoid @AmericanAir bc of repeated signs of racists and their tenedencies..and their ever fond excuses,-0.7096,1.0,0.0,0.0,0.0,shame america avoid bc repeated signs racists tenedenciesand ever fond excuses,,4
44918,2017-10-25,23:14:51,JefferyLakes,@ChristiChat @NAACP @AmericanAir No more than your brand of racism &amp; ignorance is...or let me ask it this way - why would they advise white folk to beware on AA?,-0.8316,1.0,0.0,0.0,0.0,brand racism and ignorance isor let ask way would advise white folk beware american airlines,,4
44922,2017-10-25,23:12:35,travlingtenor,"@AmericanAir Not only r the agents useless, they r rude. Why pay for flights only to be given a hard time by aa staff. Aren’t they there to help?",-0.5994,1.0,0.0,0.0,0.0,agents useless rude pay flights given hard time american airlines staff are not help,,3
44927,2017-10-25,23:10:13,RayinFMtown,"@Conor_Shine @NAACP @AmericanAir @DMNBiz Of course everything is racism these days.  I have poor service it's bad luck, if I'm black it's racism.  NAACP extorting AA??  :)",-0.8796,1.0,0.0,0.0,0.0,course everything racism days poor service bad luck i am black racism naacp extorting american airlines,,4
44930,2017-10-25,23:09:50,Mr_Empowerment,@AmericanAir Isn't fair and feel so bullied by big airlines. I just want my stuff back. Called Palm Springs and it's not there either. What's up with tht,-0.7847,1.0,0.0,0.0,0.0,is not fair feel bullied big airlines want stuff back called palm springs either what is tht,,3
44931,2017-10-25,23:09:49,travlingtenor,@AmericanAir Then I have to get on the flight and bed customers to change seats. Now on return LAX to JFK tomorrow. Same problem. This is horrible.,-0.7351,1.0,0.0,0.0,0.0,get flight bed customers change seats return lax jfk tomorrow problem horrible,,3
44937,2017-10-25,23:08:35,cokehat,"@Henjealy @Qantas @AmericanAir Damn, that's really fucking shitty considering they did same on way there!",-0.8,1.0,0.0,0.0,0.0,damn thats really fucking shitty considering way,,1
44940,2017-10-25,23:07:55,chandra7thomas,Will every time RT anything about the many problems that is @AmericanAir. every. time.,-0.4019,1.0,0.0,0.0,0.0,every time anything many problems every time,,1
44945,2017-10-25,23:06:37,dataandpolitics,1) @AmericanAir flight arrived 50 minutes early2) we circled for 40 minutes3) taxied for 25 minutes 4) now told jetway broken,-0.4767,1.0,0.0,0.0,0.0,flight arrived minutes early2 circled minutes3 taxied minutes told jetway broken,,2
44948,2017-10-25,23:06:11,ja_brightside,"@susankey_key @ananavarro @AmericanAir Ana isn't black, but she isn't white either. Hispanics experience plenty of discrimination and racist tropes.",-0.7579,1.0,0.0,0.0,0.0,ana is not black is not white either hispanics experience plenty discrimination racist tropes,,4
