,Date,time,handle,tweet,compound,American,Delta,Southwest,United,tweets_clean1,hashtags,cluster_num
5799,2017-10-28,12:52:22,Mandoz1337,Cool toiletry container from @united celebrating the retirement of…,0.7184,0.0,0.0,0.0,1.0,cool toiletry container celebrating retirement of,,2
5803,2017-10-28,12:41:43,KlausFischer,"@united 2/2 will the bonus miles be posted later? (Yes, I did register first for the offer) Thank you for your help!",0.8398,0.0,0.0,0.0,1.0,bonus miles posted later yes register first offer thank help,,0
5804,2017-10-28,12:40:30,KlausFischer,@united 1/2 after transforming Choice Hotels points to United Miles I did not get the extra 30% bonus which is offered at the moment,0.743,0.0,0.0,0.0,1.0,transforming choice hotels points united miles get extra bonus offered moment,,3
5807,2017-10-28,12:37:51,aslbenjamin,"@Ed_Y008 - are you ready for new route flights between LAX-SIN? Wish you the best of luck, SIN @united TEAM!",0.8105,0.0,0.0,0.0,1.0,ready new route flights laxsin wish best luck sin team,,0
5823,2017-10-28,12:13:20,F16B,"@Tolanidh @ZachHonig @united It's worth it for me. I'm 6'5"", and, with my status, I can always get an E+ seat. That's a huge benefit. The occasional upgrade is nice too.",0.8402,0.0,0.0,0.0,1.0,worth i am status always get seat thats huge benefit occasional upgrade nice,,2
5854,2017-10-28,10:58:05,Tmckinnin,@united can I get a follow back please from a loyal customer please,0.7717,0.0,0.0,0.0,1.0,get follow back please loyal customer please,,4
5878,2017-10-28,09:24:23,spg5351,.@united Thanks for training a great crew! Captain Ben Berman ensured we'll be safe and comfy and thanked us for our business. #united,0.92,0.0,0.0,0.0,1.0,united thanks training great crew captain ben berman ensured well safe comfy thanked us business #united,['#united'],0
5880,2017-10-28,09:19:37,n2collaboration,Compliments to @united for a fun send off. Last @BoeingAirplanes #B747 #flight from London to #sfo. #nostalgia #Airplane #Aviation #fun,0.7184,0.0,0.0,0.0,1.0,compliments fun send last #b747 #flight london #sfo #nostalgia #airplane #aviation #fun,"['#b747', '#flight', '#sfo', '#nostalgia', '#airplane', '#aviation', '#fun']",3
5883,2017-10-28,09:11:55,AlexCleary373,@HeathrowAirport @united A big lady true and true thank you once again Boeing 747 queen of the skys it was a pleasure loving and flying you,0.9403,0.0,0.0,0.0,1.0,big lady true true thank boeing queen skys pleasure loving flying,,3
5885,2017-10-28,09:10:15,GretchenA,Lovely day for flying - upper deck on the last United 747 flight from London. Farewell to the ‘Queen of the Skies’. @united #flyinghome,0.765,0.0,0.0,0.0,1.0,lovely day flying upper deck last united flight london farewell queen skies #flyinghome,['#flyinghome'],3
5891,2017-10-28,09:04:40,DCowhig,@JaspreetTravels @HeathrowAirport @flySFO @weareunited @united Whatever happened to the grey united paint job. Loved that,0.7845,0.0,0.0,0.0,1.0,whatever happened grey united paint job loved,,2
5894,2017-10-28,09:02:43,alcindofilho,A special thanks to @united  crew flight IAH-GIG. You made our flight easier.,0.8126,0.0,0.0,0.0,1.0,special thanks crew flight iahgig made flight easier,,1
5897,2017-10-28,08:45:21,TheSugarAndSass,@united The short rib and rice was amazing; but the ice cream was heavenly!,0.8478,0.0,0.0,0.0,1.0,short rib rice amazing ice cream heavenly,,1
5899,2017-10-28,08:44:33,JaspreetTravels,A giant @United 747 themed party at @HeathrowAirport to celebrate the last UA 747 departure #ua747farewell #BeingUnited,0.7506,0.0,0.0,0.0,1.0,giant themed party celebrate last ua departure #ua747farewell #beingunited,"['#ua747farewell', '#beingunited']",1
5907,2017-10-28,08:08:23,djoliversmith,"@djpaulryan @united I'm playing @Stereo_Live in Houston, Texas tonight. Good luck finding something!",0.7901,0.0,0.0,0.0,1.0,i am playing houston texas tonight good luck finding something,,0
5915,2017-10-28,07:30:40,Natalie_1973,Good flights @united from Portland through to Manchester. Thanks,0.7003,0.0,0.0,0.0,1.0,good flights portland manchester thanks,,0
5921,2017-10-28,07:13:49,MagOfAllTrades,Cheers to @united for the lomgest flight out of the US! We celebrated with Singapore noodles and other asian deliciousness. #UnitedJourney,0.8718,0.0,0.0,0.0,1.0,cheers lomgest flight us celebrated singapore noodles asian deliciousness #unitedjourney,['#unitedjourney'],3
5928,2017-10-28,06:55:25,I_AM_GOTTBETTER,First time using TSA pre check. Breezed right through. Happy to give up a few finger prints . Making travel great again! @TSA @united,0.8439,0.0,0.0,0.0,1.0,first time using tsa pre check breezed right happy give finger prints making travel great,,3
5936,2017-10-28,06:29:47,fgromeroriol,@chan_kevinhc @ZachHonig @united Thanks. Looks classy ,0.7003,0.0,0.0,0.0,1.0,thanks looks classy,,1
5969,2017-10-28,05:01:48,keegan_mcadam,@united is my new favorite airline for finding my bag. Everyone let’s celebrate!,0.7901,0.0,0.0,0.0,1.0,new favorite airline finding bag everyone let us celebrate,,2
5973,2017-10-28,04:58:42,OpticalBuddy,"@united TY for your reply. Perhaps better reply is, ""please take an upgrade on us "" since your last experience was less than satisfactory",0.8675,0.0,0.0,0.0,1.0,ty reply perhaps better reply please take upgrade us since last experience less satisfactory,,3
5981,2017-10-28,04:38:55,pepeduartem,Wow good to know. I will send this to my boss. Good idea @united,0.8625,0.0,0.0,0.0,1.0,wow good know send boss good idea,,1
5995,2017-10-28,04:09:23,YaterSpoon,@chriskidder @ZachHonig @united Comfy. OK! Not much privacy though. The new Polaris seats are much better.,0.729,0.0,0.0,0.0,1.0,comfy ok much privacy though new polaris seats much better,,2
5996,2017-10-28,04:08:24,GirlGoesEast,@united Pretty sure that would put us all in the danger zone.  hope you have a good weekend too!,0.8016,0.0,0.0,0.0,1.0,pretty sure would put us danger zone hope good weekend,,2
6000,2017-10-28,04:05:42,crankyflier,@inourgrave @united I've had good luck getting responses via DM,0.7096,0.0,0.0,0.0,1.0,i have good luck getting responses direct message,,0
6007,2017-10-28,03:53:31,ManfromMosman,@united I enjoyed a very pleasant United Airlines Flight into SFO. The view on approach and landing was amazing as the sky was very clear.,0.9491,0.0,0.0,0.0,1.0,enjoyed pleasant united airlines flight sfo view approach landing amazing sky clear,,1
6031,2017-10-28,03:29:31,GirlGoesEast,@united was on flight 2080 from IAD to LAX. Great pilot (sharing fun facts) &amp; crew. And got some wings for my #topgun30 Halloween costume!,0.8268,0.0,0.0,0.0,1.0,flight iad lax great pilot sharing fun facts and crew got wings #topgun30 halloween costume,['#topgun30'],3
6033,2017-10-28,03:19:17,kartikgc,@united Well the inflight exp from Newark to Mumbai was wonderful.  But me and my fiance didn't get seats together. The customer service executive told me it's not possible without even asking me about the flight number,0.7269,0.0,0.0,0.0,1.0,well inflight exp newark mumbai wonderful fiance did not get seats together customer service executive told possible without even asking flight number,,4
6040,2017-10-28,03:08:52,funnagain,@united Celebrating my best friend’s engagement. Too bad we are now delayed an hour due to #UnitedAirlines not allowing our carry ons on the flight,0.7579,0.0,0.0,0.0,1.0,celebrating best friends engagement bad delayed hour due #unitedairlines allowing carry ons flight,['#unitedairlines'],3
6048,2017-10-28,02:56:11,MaxineWiner,@EricTheMix @united Agree. I’m a loyal @AmericanAir flyer. They’ve never lost my luggage. Ever.,0.7623,1.0,0.0,0.0,1.0,agree i am loyal flyer they have never lost luggage ever,,4
6050,2017-10-28,02:54:36,evnemeth,"@united i'm not one to complain on social but after today, your cust. service online &amp; phone is without a doubt the worst i've experienced.",0.8253,0.0,0.0,0.0,1.0,i am one complain social today customer service online and phone without doubt worst i have experienced,,4
6055,2017-10-28,02:44:32,jmogos,@united Thanks! I’m not too worried about it. Plenty of other ways to entertain myself.,0.7491,0.0,0.0,0.0,1.0,thanks i am worried plenty ways entertain,,0
6057,2017-10-28,02:40:15,MimiJodam,"Flying @united first class, and my dinner was pretty amazing",0.7906,0.0,0.0,0.0,1.0,flying first class dinner pretty amazing,,1
6068,2017-10-28,02:28:02,carriepharmd,@united Great flight from IAD to PDX! Compliments to the captains and crew for smooth travels. :),0.8777,0.0,0.0,0.0,1.0,great flight iad pdx compliments captains crew smooth travels,,0
6079,2017-10-28,02:14:48,tom_stdennis,@skenn99 @united Wow what a cool experience,0.7269,0.0,0.0,0.0,1.0,wow cool experience,,1
6084,2017-10-28,02:02:14,maryclure,@united missed intl connection and tried talking to United but keep getting told no one can help or they don’t want to help. Service keeps going downhill with United,0.8674,0.0,0.0,0.0,1.0,missed international connection tried talking united keep getting told one help do not want help service keeps going downhill united,,0
6086,2017-10-28,02:00:02,RunRocknRoll,"Welcome, runners, to the @united Airlines #RnRLosAngeles! Are you ready to fly through the streets of La La Land with us?!",0.7256,0.0,0.0,0.0,1.0,welcome runners airlines #rnrlosangeles ready fly streets la la land us,['#rnrlosangeles'],3
6092,2017-10-28,01:43:55,JoePolek,Thanks @Dulles_Airport for two easy visits this week. Boarding and looking forward to my @united flight home to @CAE_ColumbiaSC .,0.7003,0.0,0.0,0.0,1.0,thanks two easy visits week boarding looking forward flight home,,3
6093,2017-10-28,01:43:52,JimCT,@Delta 1k flier. Upgrade me to diamond and I’ll be loyal. Not getting the loyalty from @United. Dm me for my miles flown and dollars spent.,0.8402,0.0,1.0,0.0,1.0,flier upgrade diamond i will loyal getting loyay direct message miles flown dollars spent,,3
6101,2017-10-28,01:32:08,JenniferLake,Thank you for a wonderful and safe flight as always @united. Excited to fly with you three times next week ,0.8885,0.0,0.0,0.0,1.0,thank wonderful safe flight always excited fly three times next week,,0
6102,2017-10-28,01:30:35,hamiltonviper,"@JetPhotos @united Beautiful painting, just not as much as gray with dark blue, that was perfect.",0.8225,0.0,0.0,0.0,1.0,beautiful painting much gray dark blue perfect,,1
6111,2017-10-28,01:23:55,TampaBayTowncar,Coming in to pu another regular customer flying in on @united  @FlyTPA..gotta say.. new construction is impressive. LOVE the colors @FlyTPA,0.7983,0.0,0.0,0.0,1.0,coming pu another regular customer flying say new construction impressive love colors,,0
6128,2017-10-28,01:01:59,jeremyndavis,Great week of travel: DSM-DEN-HOU-BOG (in-county) BOG-EWR-DCA (overnight @ DC for mtg this morning) DCA-ORD-DSM. Thx @united &amp; @AmericanAir.,0.765,1.0,0.0,0.0,1.0,great week travel dsmdenhoubog incounty bogewrdca overnight dc mtg morning dcaorddsm thx and,,3
6151,2017-10-28,00:38:42,willschoeff,"@asheinhaus @united Deciding on which airline to pursue status, so this is a pretty important flight tbh(Happy to take any free upgrades you got @united!)",0.8341,0.0,0.0,0.0,1.0,deciding airline pursue status pretty important flight tbhhappy take free upgrades got,,3
6156,2017-10-28,00:30:49,onedcrum,"@ZachHonig @united Hey, can tell you as multimillion flyer with United, great Airline, by the way my rear after all those miles, real similar to their seat!",0.8016,0.0,0.0,0.0,1.0,hey tell muimillion flyer united great airline way rear miles real similar seat,,3
6158,2017-10-28,00:29:23,sweetriot,@united SOS HELP! 1K Enroute to SFO from SJC for Dream 747 flight in the upper deck. HOLD THAT SEAT! UA926. Original SFO flght delayed hrs!,0.7723,0.0,0.0,0.0,1.0,sos help enroute sfo sjc dream flight upper deck hold seat ua926 original sfo flght delayed hours,,0
6173,2017-10-28,00:17:54,catvielma,I love the new @United safety video! As a frequent flyer (#UAL 4 Life) it’s always an entertaining treat to watch. #LifeInTheAir,0.9168,0.0,0.0,0.0,1.0,love new safety video frequent flyer #ual life always entertaining treat watch #lifeintheair,"['#ual', '#lifeintheair']",0
6176,2017-10-28,00:10:12,Tolanidh,@groadwarrior @ZachHonig @united Thanks bud. Good to hear positive news. I gave up @Delta and switched all travel to @united Good to know it wasn’t a mistake.,0.872,0.0,1.0,0.0,1.0,thanks bud good hear positive news gave switched travel good know was not mistake,,3
6178,2017-10-28,00:08:48,revelario,Thanks @United for the free TV on the Houston to LAX flight so we can watch the #WorldSeries #GoDodgers!,0.7574,0.0,0.0,0.0,1.0,thanks free tv houston lax flight watch #worldseries #gododgers,"['#worldseries', '#gododgers']",3
6186,2017-10-27,23:54:39,MikeGIncognito,Thank you @united for giving our flight free directv for the Astros game.  I’ll use the saving on an extra @GooseIsland IPA.  ,0.802,0.0,0.0,0.0,1.0,thank giving flight free directv astros game i will use saving extra ipa,,3
6191,2017-10-27,23:49:38,Irishvegandude,@united @haileys_hand It's good to see United start treating people nicely,0.8225,0.0,0.0,0.0,1.0,good see united start treating people nicely,,3
6192,2017-10-27,23:45:21,brihigh01,@united @haileys_hand Such a warm welcome for a cool kid! ,0.7574,0.0,0.0,0.0,1.0,warm welcome cool kid,,2
6194,2017-10-27,23:41:36,TabbyLavalamp,"If @SouthwestAir is going to have free concerts, @Delta should have free interactive theater and @United can have free wrestling.",0.872,0.0,1.0,1.0,1.0,going free concerts free interactive theater free wrestling,,3
6195,2017-10-27,23:40:55,BelknapKim,@united @haileys_hand Good.    Luck.    Throwing.    The.    First.   Pitch,0.7096,0.0,0.0,0.0,1.0,good luck throwing first pitch,,0
6196,2017-10-27,23:39:54,cwilliams0918,@united @haileys_hand How cool is this!!!! Thank you for sharing..,0.7156,0.0,0.0,0.0,1.0,cool thank sharing,,2
6199,2017-10-27,23:34:43,Tolanidh,@ZachHonig @united Wow. Didn’t know that. I’ve been working on @united miles but seems like from this thread that it’s not worth it. Any positive comments?,0.8608,0.0,0.0,0.0,1.0,wow did not know i have working miles seems like thread worth positive comments,,1
6204,2017-10-27,23:30:50,juicekaa,"Flying IAH-&gt;PHX, @united providing free TV so the whole plane can watch the Astros game️!! Thanks fam",0.7772,0.0,0.0,0.0,1.0,flying iahphx providing free tv whole plane watch astros game️ thanks fam,,3
6211,2017-10-27,23:26:38,JoePolek,"Good luck to the @UMassMSoccer tomorrow, who are on my @united flight from @Bradley_Airport to @Dulles_Airport tonight. @UMassAthletics",0.7096,0.0,0.0,0.0,1.0,good luck tomorrow flight tonight,,0
6218,2017-10-27,23:17:51,chasehernandez,@LindseyFOX26 @MLB @Fox26Houston @united Great story! Kudos to the Astros for bringing her in to throw the 1st pitch,0.8268,0.0,0.0,0.0,1.0,great story kudos astros bringing throw pitch,,1
6219,2017-10-27,23:16:28,JoshGon91,"@united UA1709 is sitting on runway, destination is Dallas but will accept going to Houston, can you help?",0.7876,0.0,0.0,0.0,1.0,ua1709 sitting runway destination dallas accept going houston help,,0
6222,2017-10-27,23:15:48,ptsbob,"@ZachHonig @united Yeah I'm a 2 million miler as well, I need that purser in my oversee flights. Great job",0.8126,0.0,0.0,0.0,1.0,yeah i am million miler well need purser oversee flights great job,,3
6232,2017-10-27,23:10:23,thefawz,Been traveling @united back and forth cross the country. Thanks for getting me safely back to chicago so I can get to my friends wedding!,0.8588,0.0,0.0,0.0,1.0,traveling back forth cross country thanks getting safely back chicago get friends wedding,,0
6246,2017-10-27,23:02:06,JoePolek,"Thanks @Bradley_Airport for being easy for me this week. @Dulles_Airport, can you do the same when I see you in an hour with @united?",0.7003,0.0,0.0,0.0,1.0,thanks easy week see hour,,3
6255,2017-10-27,22:51:27,mlweiland,"Outstanding arrivals experience at ORD T5. Thx @mobpassport !! And quick luggage retrieval too, thx @united.",0.8619,0.0,0.0,0.0,1.0,outstanding arrivals experience ord t5 thx quick luggage retrieval thx,,4
6273,2017-10-27,22:44:57,angelajfrench,"Houston Internatl Airport very friendly and inviting! @united an old, clunky airline. Won't fly it again!",0.7678,0.0,0.0,0.0,1.0,houston internatl airport friendly inviting old clunky airline will not fly,,3
6275,2017-10-27,22:44:01,TheNuwanda,"Thanks for the free wine, @united! #friyay #girlstrip",0.7574,0.0,0.0,0.0,1.0,thanks free wine #friyay #girlstrip,"['#friyay', '#girlstrip']",3
6276,2017-10-27,22:43:08,AbhayNadipuram,"DSM is also awesome because I got to the airport 10 minutes b4 flight boarded &amp; was still early. A @united upgrade is always nice, too.",0.7845,0.0,0.0,0.0,1.0,dsm also awesome got airport minutes b4 flight boarded and still early upgrade always nice,,2
6285,2017-10-27,22:35:30,JLChiltonCMA,@united the united Club is cool and all but I'm ready to get home,0.7003,0.0,0.0,0.0,1.0,united club cool i am ready get home,,2
6297,2017-10-27,22:28:04,jennrose2001,"@united Thx truly service was amazing from crew, gate agents, those meeting &amp; escorting us to the hotel. 1K Desk when I called. #servicewin",0.8481,0.0,0.0,0.0,1.0,thx truly service amazing crew gate agents meeting and escorting us hotel desk called #servicewin,['#servicewin'],1
6300,2017-10-27,22:26:58,spafford_chris,@crankyflier @united That makes sense. I travel 3-4 times a week over 20 years and just don’t have many stories. Industry is generally pretty impressive.,0.7579,0.0,0.0,0.0,1.0,makes sense travel times week years do not many stories industry generally pretty impressive,,2
6304,2017-10-27,22:22:29,MarkAxelTF2,"Travelling with your best friend @K9Axel never a dull moment, apart from when your trying to sleep. Thank you @united for your support.",0.9307,0.0,0.0,0.0,1.0,travelling best friend never dull moment apart trying sleep thank support,,3
6307,2017-10-27,22:21:15,MadMark37,Thanks anyway @united. @southwest is better. They have !,0.7263,0.0,0.0,0.0,1.0,thanks anyway better,,0
6308,2017-10-27,22:20:36,haileys_hand,This is how we were welcomed in Houston. Wow! @astros @united,0.7574,0.0,0.0,0.0,1.0,welcomed houston wow,,1
6310,2017-10-27,22:18:02,wallabycard,"Exchange hotel points for @united #MileagePlus miles &amp; earn 30% bonus award miles, up to 25,000  Convert by 11/30/17",0.7906,0.0,0.0,0.0,1.0,exchange hotel points #mileageplus miles and earn bonus award miles convert,['#mileageplus'],3
6314,2017-10-27,22:16:24,Linda1Park,@EricTheMix @united Southwest Airlines is marvelous! Avoid United!,0.7256,0.0,0.0,0.0,1.0,southwest airlines marvelous avoid united,,0
6317,2017-10-27,22:13:40,RichieEtwaru,@bmkatz @united I went to google first ... and then here - all seats are good seats on United!!!,0.7633,0.0,0.0,0.0,1.0,went google first seats good seats united,,0
6319,2017-10-27,22:12:08,martyinOR,"@united the guy at gate 6 Madison Wisconsin checking in was amazing, funny and great customer service",0.8957,0.0,0.0,0.0,1.0,guy gate madison wisconsin checking amazing funny great customer service,,4
6337,2017-10-27,21:59:45,debcos54,@NancyLeeGrahn @united Oh poor thing! You treat others like with your filthy vulgar mouth so it's about time you were treated like the trash you are! This actually made me LOL!!!,0.8519,0.0,0.0,0.0,1.0,oh poor thing treat others like fihy vulgar mouth time treated like trash actually made lol,,2
6344,2017-10-27,21:56:23,EcoPaxEx,Nature's geometry from above.  Thanks for a great flight @united.  #paxex @RunwayGirl,0.7906,0.0,0.0,0.0,1.0,natures geometry thanks great flight #paxex,['#paxex'],2
6368,2017-10-27,21:32:36,DunlapBurke,@LauraPodestaTV @CBSMoneyWatch @united @Twitter Is that the WCBS newsroom?  Hope you're having fun!,0.7574,0.0,0.0,0.0,1.0,wcbs newsroom hope you are fun,,3
6374,2017-10-27,21:28:01,shapeshiftHER,Thank you so much @united team at #bostonlogan for letting a very anxious girl preboard. It rlly makes a difference &amp; im super appreciative.,0.8275,0.0,0.0,0.0,1.0,thank much team #bostonlogan letting anxious girl preboard rlly makes difference and i am super appreciative,['#bostonlogan'],1
6386,2017-10-27,21:02:22,carriepharmd,@united online CS was great where on the ground PWM was not. Made my connection (barely! But counts!) and appreciate their efforts and that of the flight crew. #unitedsave,0.8118,0.0,0.0,0.0,1.0,online cs great ground pwm made connection barely counts appreciate efforts flight crew #unitedsave,['#unitedsave'],1
6387,2017-10-27,21:01:04,TheCandiceAdams,"@united What would have helped: well maintained equipment, positive employees, compensatory policies that guests actually want. Too little too late.",0.7184,0.0,0.0,0.0,1.0,would helped well maintained equipment positive employees compensatory policies guests actually want little late,,3
6388,2017-10-27,21:00:00,paestef,"Hello Tokyo!  Thanks @united for the great service, smooth and safe flight!  @ Narita…",0.8881,0.0,0.0,0.0,1.0,hello tokyo thanks great service smooth safe flight narita,,4
6392,2017-10-27,20:56:03,Diografic,"All cozy on the @United Polaris on their 767 aircraft, the ultimate option for comfort and relaxation. #DreamPolaris #ad",0.7096,0.0,0.0,0.0,1.0,cozy polaris aircraft uimate option comfort relaxationreandolaris #ad,['#ad'],1
6395,2017-10-27,20:50:54,aslbenjamin,@Ed_Y008 @weareunited Rare to see “United Airlines” in full logo - we always use “UNITED” - I wish @united  the very best luck with their new service (LAX-SIN),0.8878,0.0,0.0,0.0,1.0,rare see united airlines full logo always use united wish best luck new service laxsin,,0
6402,2017-10-27,20:40:50,TexasLYBIL,"""Congrats and Thanks to SALLY LAWSON for 35 Years of AMAZING service @United!"" #UAIFSbaseIAH  #BeingUnited",0.9027,0.0,0.0,0.0,1.0,congrats thanks sally lawson years amazing service #uaifsbaseiah #beingunited,"['#uaifsbaseiah', '#beingunited']",1
6420,2017-10-27,20:27:40,DrayZera,@united It was excellent thank you! Would definitely fly with you again :) Perhaps my favourite Airline I've flown with so far!,0.9097,0.0,0.0,0.0,1.0,excellent thank would definitely fly perhaps favourite airline i have flown far,,1
6429,2017-10-27,20:19:09,princeofwestend,"@ZachHonig @united I can't wait to be a million miler. All I want for Xmas :) @United, GET ON IT, pretty please?!",0.7777,0.0,0.0,0.0,1.0,can not wait million miler want xmas get pretty please,,2
6430,2017-10-27,20:18:28,steinbroeder,"@MelCarson @united @Shutterstock Ha! Can’t believe that by proofing. Well, actually, yes I can.",0.7574,0.0,0.0,0.0,1.0,ha can not believe proofing well actually yes,,3
6433,2017-10-27,20:14:28,scotishtaffy,@united On your free first class ticket to New York would be nice.,0.7269,0.0,0.0,0.0,1.0,free first class ticket new york would nice,,2
6452,2017-10-27,19:59:27,SeamansChris,Thanks @united for giving away my kids seats and causing a 5 hour delay in Newark.  Great customer service!!!   Unhappy military family.,0.7332,0.0,0.0,0.0,1.0,thanks giving away kids seats causing hour delay newark great customer service unhappy military family,,4
6453,2017-10-27,19:59:21,KalmanSweetwine,@united Thanks. I appreciate the response. It was quite slow. Not sure if that’s usual or not. Thanks for the link.,0.8768,0.0,0.0,0.0,1.0,thanks appreciate response quite slow sure thats usual thanks link,,2
6454,2017-10-27,19:59:18,lholow,"@united United for the sarcastic win again! ""You need to contact customer care. "" ""ok, what's the #"" ""Oh, you have to email them."" W - T - F",0.8439,0.0,0.0,0.0,1.0,united sarcastic win need contact customer care ok what is oh email,,4
6518,2017-10-27,19:09:53,AirTechFAA,Beautiful sunny California coast from a @united #Boeing737 #AvGeek,0.7717,0.0,0.0,0.0,1.0,beautiful sunny california coast #boeing737 #avgeek,"['#boeing737', '#avgeek']",1
6550,2017-10-27,18:34:55,ValueTravelerOz,@flypdx @united kudos to those two! Give 'em a nice happy hour treat at #CapersPDX,0.9151,0.0,0.0,0.0,1.0,kudos two give em nice happy hour treat #caperspdx,['#caperspdx'],2
6554,2017-10-27,18:31:07,SirJP25,@lisleweapon @united Enjoy relaxing in the area &amp; happy belated birthday wishes!,0.8999,0.0,0.0,0.0,1.0,enjoy relaxing area and happy belated birthday wishes,,2
6559,2017-10-27,18:24:23,mspamelagarcia,"@JoFo_Stir @united @AmericanAir I knowwwwwww! I’m like, chill with the ‘tude hahaha",0.75,1.0,0.0,0.0,1.0,knowwwwwww i am like chill tude hahaha,,1
6566,2017-10-27,18:17:48,MichaelRPerko,"@flypdx @united Ok that’s pretty cool, I’d have handed the passenger gloves and set them up in the galley to do the search themselves.",0.7717,0.0,0.0,0.0,1.0,ok thats pretty cool i would handed passenger gloves set galley search,,2
6581,2017-10-27,18:00:21,kayla_macias,"@united Thankfully the CS crew on my layover was able to get my wallet out of my checked bag. So, thank you, United DEN.",0.8251,0.0,0.0,0.0,1.0,thankfully cs crew layover able get wallet checked bag thank united den,,1
6584,2017-10-27,17:56:20,helloitsliam,Heading back home from #SanFrancisco on the @united #Dreamliner flight!! Impressed with the plane so far :-) #travel,0.7401,0.0,0.0,0.0,1.0,heading back home #sanfranciscoreamliner flight impressed plane far #travel,"['#sanfranciscoreamliner', '#travel']",2
6588,2017-10-27,17:50:13,tqm_7,5k lbs of supplies for PR relief on hand with no transportation support. Who can help? @DavidBegnaud @Delta @united @SouthwestAir,0.8591,0.0,1.0,1.0,1.0,lbs supplies pr relief hand transportation support help,,0
6597,2017-10-27,17:43:12,Mo_MillieD,Apparently it doesn’t matter how many @united support people you speak with and who assure you everything is good to go....,0.7964,0.0,0.0,0.0,1.0,apparently does not matter many support people speak assure everything good go,,0
6603,2017-10-27,17:39:34,DT_Les,"@ZachHonig @united Yep, the LAX United Club to inaugurate the new flight, which I am not on, sadly. ",0.7455,0.0,0.0,0.0,1.0,yep lax united club inaugurate new flight sadly,,2
6612,2017-10-27,17:31:31,DT_Les,The @United Club is impressing today. Congee and almond jelly are some of my faves. Nice touch on the preserved duck egg. ,0.743,0.0,0.0,0.0,1.0,club impressing today congee almond jelly faves nice touch preserved duck egg,,2
6625,2017-10-27,17:10:19,NancyLeeGrahn,"@united Having said that, the wonderful person on @united twitter is the best and always does all that he can for me which I really appreciate. It's the airline industry itself that is the problem",0.8479,0.0,0.0,0.0,1.0,said wonderful person twitter best always really appreciate airline industry problem,,4
6632,2017-10-27,17:04:20,Extrordinair,"This little beauty is Aero, she arrived into Edinburgh from Chicago on @united. We wish her all the best Troon ",0.8862,0.0,0.0,0.0,1.0,little beauty aero arrived edinburgh chicago wish best troon,,2
6657,2017-10-27,16:43:11,appelbaum_josh,@thepointsguy loves @United. Looks like it’s time for a switch. @Delta figure it out guys. We’ve ALL had enough.,0.7351,0.0,1.0,0.0,1.0,loves looks like time switch figure guys weve enough,,3
6659,2017-10-27,16:41:32,ankittya,@united Does emailing back customercare@united.com actually work? Or is there a better way to respond to a customer care request?,0.755,0.0,0.0,0.0,1.0,emailing back customercareunitedcom actually work better way respond customer care request,,4
6666,2017-10-27,16:38:14,JeffAbbott,@molly_knight @united as an Astros fan I say welcome to Houston to all our Dodger fan friends.,0.8658,0.0,0.0,0.0,1.0,astros fan say welcome houston dodger fan friends,,3
6669,2017-10-27,16:36:46,ysilver,@ZachHonig @united Nice.  Looks like the United Dev team have been making some great improvements.  They should do that on board too ;),0.9371,0.0,0.0,0.0,1.0,nice looks like united dev team making great improvements board,,2
6671,2017-10-27,16:36:32,sjcuagm,#teamSJC celebrating another great employee! Congrats Kenneth on 10 years with United.#beingUnited @weareunited @united,0.9098,0.0,0.0,0.0,1.0,#teamsjc celebrating another great employee congrats kenneth years united#beingunited,"['#teamsjc', '#beingunited']",1
6680,2017-10-27,16:33:17,juanparest,@molly_knight @united Nothing better than an away game with a championship in the line (in any sport),0.7003,0.0,0.0,0.0,1.0,nothing better away game chandionship line sport,,3
6684,2017-10-27,16:32:16,RealHuckShow,@molly_knight @united That pilot is a winner. You're in good hands,0.7717,0.0,0.0,0.0,1.0,pilot winner you are good hands,,1
6706,2017-10-27,16:26:18,molly_knight,@united Let’s crowdfund The People’s Airline. It will be non-profit. There will be dogs and free drinks and free WiFi and hammocks for naps.,0.765,0.0,0.0,0.0,1.0,let us crowdfund peoples airline nonprofit dogs free drinks free wifi hammocks naps,,3
6710,2017-10-27,16:24:48,deborajkelly,@united orlando lounge is THE BEST three words GRILLED CHEESE STATION. Chef Kevin and Dan bartender ️️️,0.7125,0.0,0.0,0.0,1.0,orlando lounge best three words grilled cheese station chef kevin dan bartender ️️️,,1
6712,2017-10-27,16:24:34,jehawks,@molly_knight @united This is going to be a great addition for my coffee table book of famous people complaining to airlines on  :D,0.8091,0.0,0.0,0.0,1.0,going great addition coffee table book famous people complaining airlines,,0
6734,2017-10-27,16:16:05,BelknapKim,@united Good morning.    United.  Airlines.    Enjoy.   Your.  Flights.   Today,0.836,0.0,0.0,0.0,1.0,good morning united airlines enjoy flights today,,2
6736,2017-10-27,16:13:42,Highheeled_Kami,"@united Follow your passions for good health, fly with someone else!",0.75,0.0,0.0,0.0,1.0,follow passions good heah fly someone else,,3
6749,2017-10-27,16:05:13,cjmcginnis,@larrykleung Good choices! Glad that we now have nonstops on @VirginAmerica and @United between SFO and MSY airports! #TravelSkills,0.7568,0.0,0.0,0.0,1.0,good choices glad nonstops sfo msy airports #travelskills,['#travelskills'],1
